year,district,crop,season,area,production
2015,Thirunelveli,Rice,Rabi,143.82,330.54
2015,Thirunelveli,Rice,Rabi,117.12,341.33
2015,Thirunelveli,Black Gram,Rabi,67.29,290.9
2015,Thirunelveli,Black Gram,Rabi,48.86,362.06
2016,Thirunelveli,Rice,Rabi,49.91,409.95
2016,Thirunelveli,Rice,Rabi,86.02,302.07
2016,Thirunelveli,Black Gram,Rabi,73.15,408.37
2016,Thirunelveli,Black Gram,Rabi,166.58,352.95
2017,Thirunelveli,Rice,Rabi,137.42,296.43
2017,Thirunelveli,Rice,Rabi,152.34,402.73
2017,Thirunelveli,Black Gram,Rabi,67.12,355.29
2017,Thirunelveli,Black Gram,Rabi,158.44,394.98
2018,Thirunelveli,Rice,Rabi,164.82,319.96
2018,Thirunelveli,Rice,Rabi,68.01,299.49
2018,Thirunelveli,Black Gram,Rabi,127.2,382.46
2018,Thirunelveli,Black Gram,Rabi,51.04,296.5
2019,Thirunelveli,Rice,Rabi,125.6,347.54
2019,Thirunelveli,Rice,Rabi,69.98,371.88
2019,Thirunelveli,Black Gram,Rabi,91.15,397.12
2019,Thirunelveli,Black Gram,Rabi,71.6,353
2020,Thirunelveli,Rice,Rabi,100.08,309.41
2020,Thirunelveli,Rice,Rabi,88.12,317.95
2020,Thirunelveli,Black Gram,Rabi,52.63,404.79
2020,Thirunelveli,Black Gram,Rabi,132.34,409.66
2021,Thirunelveli,Rice,Rabi,137.25,322.22
2021,Thirunelveli,Rice,Rabi,108.29,346.63
2021,Thirunelveli,Black Gram,Rabi,81.44,332.04
2021,Thirunelveli,Black Gram,Rabi,129.95,376.11
2009,Thanjavur,Rice,Rabi,502.91,738.34
2009,Thanjavur,Rice,Rabi,624.22,521
2009,Thanjavur,Black Gram,Rabi,618.62,657.2
2009,Thanjavur,Black Gram,Rabi,443.12,538.68
2010,Thanjavur,Rice,Rabi,602.8,628.35
2010,Thanjavur,Rice,Rabi,666.35,656.19
2010,Thanjavur,Black Gram,Rabi,648.91,811.21
2010,Thanjavur,Black Gram,Rabi,583.51,608.75
2011,Thanjavur,Rice,Rabi,401.22,562.32
2011,Thanjavur,Rice,Rabi,507.83,702.53
2011,Thanjavur,Black Gram,Rabi,437.65,789.24
2011,Thanjavur,Black Gram,Rabi,426.42,768.56
2012,Thanjavur,Rice,Rabi,520.63,703.28
2012,Thanjavur,Rice,Rabi,545.93,549.29
2012,Thanjavur,Black Gram,Rabi,609.58,751.23
2012,Thanjavur,Black Gram,Rabi,626.26,789.63
2013,Thanjavur,Rice,Rabi,440.47,553.9
2013,Thanjavur,Rice,Rabi,590.1,693.59
2013,Thanjavur,Black Gram,Rabi,407.36,809.05
2013,Thanjavur,Black Gram,Rabi,521.85,619.33
2014,Thanjavur,Rice,Rabi,411.36,767.71
2014,Thanjavur,Rice,Rabi,628.95,598.94
2014,Thanjavur,Black Gram,Rabi,617.79,628.76
2014,Thanjavur,Black Gram,Rabi,393.09,754.67
2015,Thanjavur,Rice,Rabi,588.67,778.21
2015,Thanjavur,Rice,Rabi,432.26,801.9
2015,Thanjavur,Black Gram,Rabi,545.45,586.38
2015,Thanjavur,Black Gram,Rabi,668.52,694.81
2016,Thanjavur,Rice,Rabi,458.4,696.99
2016,Thanjavur,Rice,Rabi,471.64,652.91
2016,Thanjavur,Black Gram,Rabi,584.69,746.56
2016,Thanjavur,Black Gram,Rabi,543.93,638.62
2017,Thanjavur,Rice,Rabi,382.68,715.94
2017,Thanjavur,Rice,Rabi,491.23,764.56
2017,Thanjavur,Black Gram,Rabi,583.24,770
2017,Thanjavur,Black Gram,Rabi,480.87,554.96
2018,Thanjavur,Rice,Rabi,567.74,660.82
2018,Thanjavur,Rice,Rabi,554.71,780.43
2018,Thanjavur,Black Gram,Rabi,496.87,769.54
2018,Thanjavur,Black Gram,Rabi,647.56,810.09
2019,Thanjavur,Rice,Rabi,593.66,534.17
2019,Thanjavur,Rice,Rabi,385.64,769.17
2019,Thanjavur,Black Gram,Rabi,444.1,626.81
2019,Thanjavur,Black Gram,Rabi,603.96,649.67
2020,Thanjavur,Rice,Rabi,540.22,762.99
2020,Thanjavur,Rice,Rabi,594.47,743.68
2020,Thanjavur,Black Gram,Rabi,388.75,517.35
2020,Thanjavur,Black Gram,Rabi,555.66,780.99
2021,Thanjavur,Rice,Rabi,423.99,577.83
2021,Thanjavur,Rice,Rabi,564,663.82
2021,Thanjavur,Black Gram,Rabi,450.41,649.68
2021,Thanjavur,Black Gram,Rabi,656.95,746.04
2009,Thanjavur,Rice,Rabi,597.88,603.61
2009,Thanjavur,Rice,Rabi,551.36,721.27
2009,Thanjavur,Black Gram,Rabi,654.59,566.69
2009,Thanjavur,Black Gram,Rabi,445.42,514.03
2010,Thanjavur,Rice,Rabi,607.86,665.82
2010,Thanjavur,Rice,Rabi,600.84,688.28
2010,Thanjavur,Black Gram,Rabi,509.42,683.83
2010,Thanjavur,Black Gram,Rabi,419,595.93
2011,Thanjavur,Rice,Rabi,417.37,711.31
2011,Thanjavur,Rice,Rabi,589.11,713.33
2011,Thanjavur,Black Gram,Rabi,610.96,759.54
2011,Thanjavur,Black Gram,Rabi,422.42,589.07
2012,Thanjavur,Rice,Rabi,420.87,683.37
2012,Thanjavur,Rice,Rabi,489.62,514.92
2012,Thanjavur,Black Gram,Rabi,663.86,559.34
2012,Thanjavur,Black Gram,Rabi,598.38,567.74
2013,Thanjavur,Rice,Rabi,518.13,769.27
2013,Thanjavur,Rice,Rabi,634.24,723.97
2013,Thanjavur,Black Gram,Rabi,574.41,612.51
2013,Thanjavur,Black Gram,Rabi,572.1,573.4
2014,Thanjavur,Rice,Rabi,653.97,602.11
2014,Thanjavur,Rice,Rabi,629.96,661.92
2014,Thanjavur,Black Gram,Rabi,568.34,585.97
2014,Thanjavur,Black Gram,Rabi,578.68,522.76
2015,Thanjavur,Rice,Rabi,660.8,594.68
2015,Thanjavur,Rice,Rabi,397.72,644.58
2015,Thanjavur,Black Gram,Rabi,639.61,641.58
2015,Thanjavur,Black Gram,Rabi,477.86,550.67
2016,Thanjavur,Rice,Rabi,414.62,676.41
2016,Thanjavur,Rice,Rabi,515.89,732.68
2016,Thanjavur,Black Gram,Rabi,643.16,541.79
2016,Thanjavur,Black Gram,Rabi,440.38,763.06
2017,Thanjavur,Rice,Rabi,462.07,792.88
2017,Thanjavur,Rice,Rabi,600.45,567.14
2017,Thanjavur,Black Gram,Rabi,445.96,555.16
2017,Thanjavur,Black Gram,Rabi,524.06,759.84
2018,Thanjavur,Rice,Rabi,426.58,520.09
2018,Thanjavur,Rice,Rabi,589.69,608.04
2018,Thanjavur,Black Gram,Rabi,530.71,576.76
2018,Thanjavur,Black Gram,Rabi,432.6,621.72
2019,Thanjavur,Rice,Rabi,617.28,658.98
2019,Thanjavur,Rice,Rabi,661.68,581.5
2019,Thanjavur,Black Gram,Rabi,446.41,753.02
2019,Thanjavur,Black Gram,Rabi,609.79,695.55
2020,Thanjavur,Rice,Rabi,508.33,733.32
2020,Thanjavur,Rice,Rabi,548.84,669.17
2020,Thanjavur,Black Gram,Rabi,527.39,767.4
2020,Thanjavur,Black Gram,Rabi,667.96,552.17
2021,Thanjavur,Rice,Rabi,510.57,554.85
2021,Thanjavur,Rice,Rabi,581.94,790.69
2021,Thanjavur,Black Gram,Rabi,557.15,586.42
2021,Thanjavur,Black Gram,Rabi,522.03,529.95
2009,Trichy,Rice,Kharif,229.06,329.62
2009,Trichy,Rice,Kharif,251,318.92
2009,Trichy,Black Gram,Kharif,194.56,367.79
2009,Trichy,Black Gram,Kharif,217.13,673.02
2010,Trichy,Rice,Kharif,214.85,420.9
2010,Trichy,Rice,Kharif,150.47,398.43
2010,Trichy,Black Gram,Kharif,236.85,376.88
2010,Trichy,Black Gram,Kharif,138.05,518.5
2011,Trichy,Rice,Kharif,160.47,696.82
2011,Trichy,Rice,Kharif,154.81,768
2011,Trichy,Black Gram,Kharif,173.38,488.59
2011,Trichy,Black Gram,Kharif,104.53,379.1
2012,Trichy,Rice,Kharif,88,746.1
2012,Trichy,Rice,Kharif,173.75,570.39
2012,Trichy,Black Gram,Kharif,127.26,443.6
2012,Trichy,Black Gram,Kharif,264.3,306.69
2013,Trichy,Rice,Kharif,246.04,457.86
2013,Trichy,Rice,Kharif,193.28,300.58
2013,Trichy,Black Gram,Kharif,206.05,676.13
2013,Trichy,Black Gram,Kharif,208.92,683.89
2014,Trichy,Rice,Kharif,209.67,680
2014,Trichy,Rice,Kharif,222.39,250.72
2014,Trichy,Black Gram,Kharif,240.44,708.62
2014,Trichy,Black Gram,Kharif,212.48,326.5
2015,Trichy,Rice,Kharif,249.57,474.53
2015,Trichy,Rice,Kharif,162.64,299.56
2015,Trichy,Black Gram,Kharif,195.94,321.76
2015,Trichy,Black Gram,Kharif,253.5,402.73
2016,Trichy,Rice,Kharif,168.28,764.77
2016,Trichy,Rice,Kharif,91.26,636.17
2016,Trichy,Black Gram,Kharif,266.49,544.67
2016,Trichy,Black Gram,Kharif,172.87,467.32
2017,Trichy,Rice,Kharif,86.82,645
2017,Trichy,Rice,Kharif,169.25,337.91
2017,Trichy,Black Gram,Kharif,206.65,746.28
2017,Trichy,Black Gram,Kharif,127.62,346.55
2018,Trichy,Rice,Kharif,249.14,393.68
2018,Trichy,Rice,Kharif,85.65,309.23
2018,Trichy,Black Gram,Kharif,158.3,309.21
2018,Trichy,Black Gram,Kharif,158.33,711.39
2019,Trichy,Rice,Kharif,197.74,308.39
2019,Trichy,Rice,Kharif,185.57,515.61
2019,Trichy,Black Gram,Kharif,224.7,394.42
2019,Trichy,Black Gram,Kharif,268.78,638.12
2020,Trichy,Rice,Kharif,230.7,486.91
2020,Trichy,Rice,Kharif,258.79,311.52
2020,Trichy,Black Gram,Kharif,173.27,338.03
2020,Trichy,Black Gram,Kharif,168.9,287.42
2021,Trichy,Rice,Kharif,139.42,572.75
2021,Trichy,Rice,Kharif,253.16,576.84
2021,Trichy,Black Gram,Kharif,165.93,236.05
2021,Trichy,Black Gram,Kharif,265.46,564.05
2009,Trichy,Rice,Kharif,269.69,620.47
2009,Trichy,Rice,Kharif,121.03,698.56
2009,Trichy,Black Gram,Kharif,192.55,412.51
2009,Trichy,Black Gram,Kharif,158.27,330.08
2010,Trichy,Rice,Kharif,191.12,367.93
2010,Trichy,Rice,Kharif,176.92,328.26
2010,Trichy,Black Gram,Kharif,256.55,690.31
2010,Trichy,Black Gram,Kharif,200.85,512.89
2011,Trichy,Rice,Kharif,235.85,343.1
2011,Trichy,Rice,Kharif,103.09,300.91
2011,Trichy,Black Gram,Kharif,210.19,258.51
2011,Trichy,Black Gram,Kharif,246.73,226.32
2012,Trichy,Rice,Kharif,257.49,393.12
2012,Trichy,Rice,Kharif,167.25,411.24
2012,Trichy,Black Gram,Kharif,200.19,352.46
2012,Trichy,Black Gram,Kharif,127.85,752.41
2013,Trichy,Rice,Kharif,152.55,689.52
2013,Trichy,Rice,Kharif,246.64,231.08
2013,Trichy,Black Gram,Kharif,126.46,688.82
2013,Trichy,Black Gram,Kharif,183.49,505.47
2014,Trichy,Rice,Kharif,122.98,541.67
2014,Trichy,Rice,Kharif,193.42,590.8
2014,Trichy,Black Gram,Kharif,195.09,225.87
2014,Trichy,Black Gram,Kharif,222.04,742.45
2015,Trichy,Rice,Kharif,144.65,349.14
2015,Trichy,Rice,Kharif,188.9,722.18
2015,Trichy,Black Gram,Kharif,164.93,772.48
2015,Trichy,Black Gram,Kharif,201.12,490.04
2016,Trichy,Rice,Kharif,228.6,532.93
2016,Trichy,Rice,Kharif,150.73,483.6
2016,Trichy,Black Gram,Kharif,208.2,723.88
2016,Trichy,Black Gram,Kharif,264.57,422.1
2017,Trichy,Rice,Kharif,146.26,740.49
2017,Trichy,Rice,Kharif,159.68,545.58
2017,Trichy,Black Gram,Kharif,191.14,752.18
2017,Trichy,Black Gram,Kharif,136.14,459.78
2018,Trichy,Rice,Kharif,146.49,538.1
2018,Trichy,Rice,Kharif,236.65,362.83
2018,Trichy,Black Gram,Kharif,158.9,757.07
2018,Trichy,Black Gram,Kharif,161.82,600.99
2019,Trichy,Rice,Kharif,170.95,757.54
2019,Trichy,Rice,Kharif,100.34,680.99
2019,Trichy,Black Gram,Kharif,101.76,465.75
2019,Trichy,Black Gram,Kharif,100.27,476.11
2020,Trichy,Rice,Kharif,85.55,534.1
2020,Trichy,Rice,Kharif,214.2,299.86
2020,Trichy,Black Gram,Kharif,100.56,524.28
2020,Trichy,Black Gram,Kharif,227.32,502.94
2021,Trichy,Rice,Kharif,219,271.34
2021,Trichy,Rice,Kharif,218.9,337.98
2021,Trichy,Black Gram,Kharif,163.52,542.98
2021,Trichy,Black Gram,Kharif,108.17,466.62
2009,Kanchipuram,Rice,Rabi,300.89,585.94
2009,Kanchipuram,Rice,Rabi,323.12,540.76
2009,Kanchipuram,Black Gram,Rabi,168.86,596.87
2009,Kanchipuram,Black Gram,Rabi,281.87,612.19
2010,Kanchipuram,Rice,Rabi,315.77,600.34
2010,Kanchipuram,Rice,Rabi,232.24,612.73
2010,Kanchipuram,Black Gram,Rabi,249.74,593.39
2010,Kanchipuram,Black Gram,Rabi,239.86,675.91
2011,Kanchipuram,Rice,Rabi,204.51,546.37
2011,Kanchipuram,Rice,Rabi,217.21,617.68
2011,Kanchipuram,Black Gram,Rabi,294.68,602.02
2011,Kanchipuram,Black Gram,Rabi,207.01,534.39
2012,Kanchipuram,Rice,Rabi,173.74,682.24
2012,Kanchipuram,Rice,Rabi,232.31,600.63
2012,Kanchipuram,Black Gram,Rabi,289.6,648.86
2012,Kanchipuram,Black Gram,Rabi,166.59,606.91
2013,Kanchipuram,Rice,Rabi,278.3,578.53
2013,Kanchipuram,Rice,Rabi,274.83,560.4
2013,Kanchipuram,Black Gram,Rabi,331.12,682.56
2013,Kanchipuram,Black Gram,Rabi,276.51,583.24
2014,Kanchipuram,Rice,Rabi,161.49,534.14
2014,Kanchipuram,Rice,Rabi,167.99,665.62
2014,Kanchipuram,Black Gram,Rabi,213.81,663.84
2014,Kanchipuram,Black Gram,Rabi,163.55,588.74
2015,Kanchipuram,Rice,Rabi,365.04,563.7
2015,Kanchipuram,Rice,Rabi,178.63,613.69
2015,Kanchipuram,Black Gram,Rabi,312.98,562.47
2015,Kanchipuram,Black Gram,Rabi,359.61,684.08
2016,Kanchipuram,Rice,Rabi,294.23,568.23
2016,Kanchipuram,Rice,Rabi,232.68,636.04
2016,Kanchipuram,Black Gram,Rabi,227.37,625.53
2016,Kanchipuram,Black Gram,Rabi,313.16,672.36
2017,Kanchipuram,Rice,Rabi,186.59,644.82
2017,Kanchipuram,Rice,Rabi,245.24,608.66
2017,Kanchipuram,Black Gram,Rabi,191.56,667.04
2017,Kanchipuram,Black Gram,Rabi,320.97,570.96
2018,Kanchipuram,Rice,Rabi,170.82,636.16
2018,Kanchipuram,Rice,Rabi,308.43,606.91
2018,Kanchipuram,Black Gram,Rabi,263.93,537.94
2018,Kanchipuram,Black Gram,Rabi,317.76,682.5
2019,Kanchipuram,Rice,Rabi,302.99,600.39
2019,Kanchipuram,Rice,Rabi,346.33,680.51
2019,Kanchipuram,Black Gram,Rabi,243.25,589.81
2019,Kanchipuram,Black Gram,Rabi,166.3,666.25
2020,Kanchipuram,Rice,Rabi,357.96,552.41
2020,Kanchipuram,Rice,Rabi,367.58,681.71
2020,Kanchipuram,Black Gram,Rabi,262.61,537.43
2020,Kanchipuram,Black Gram,Rabi,288.92,644.63
2021,Kanchipuram,Rice,Rabi,343.09,593.44
2021,Kanchipuram,Rice,Rabi,293.75,652.02
2021,Kanchipuram,Black Gram,Rabi,198.26,540.24
2021,Kanchipuram,Black Gram,Rabi,176.89,633.19
2009,Kanchipuram,Rice,Rabi,221.57,691.07
2009,Kanchipuram,Rice,Rabi,195.6,648.82
2009,Kanchipuram,Black Gram,Rabi,300.64,620.6
2009,Kanchipuram,Black Gram,Rabi,253.13,549.81
2010,Kanchipuram,Rice,Rabi,193.6,611.21
2010,Kanchipuram,Rice,Rabi,225.9,568.51
2010,Kanchipuram,Black Gram,Rabi,368,569.24
2010,Kanchipuram,Black Gram,Rabi,298.94,586.61
2011,Kanchipuram,Rice,Rabi,247.82,680.68
2011,Kanchipuram,Rice,Rabi,173.28,656
2011,Kanchipuram,Black Gram,Rabi,243.08,569.99
2011,Kanchipuram,Black Gram,Rabi,203.04,622.13
2012,Kanchipuram,Rice,Rabi,235.6,577.2
2012,Kanchipuram,Rice,Rabi,223.19,532.8
2012,Kanchipuram,Black Gram,Rabi,281.3,606.77
2012,Kanchipuram,Black Gram,Rabi,180.47,588.77
2013,Kanchipuram,Rice,Rabi,229.43,644.96
2013,Kanchipuram,Rice,Rabi,341.55,631.21
2013,Kanchipuram,Black Gram,Rabi,341.87,535.99
2013,Kanchipuram,Black Gram,Rabi,312.33,619.12
2014,Kanchipuram,Rice,Rabi,266.84,686.59
2014,Kanchipuram,Rice,Rabi,279.96,638.97
2014,Kanchipuram,Black Gram,Rabi,297.67,631.96
2014,Kanchipuram,Black Gram,Rabi,340.59,692.81
2015,Kanchipuram,Rice,Rabi,243.43,536.33
2015,Kanchipuram,Rice,Rabi,309.23,626.63
2015,Kanchipuram,Black Gram,Rabi,367.14,673.92
2015,Kanchipuram,Black Gram,Rabi,348.44,606.63
2016,Kanchipuram,Rice,Rabi,250.23,548.11
2016,Kanchipuram,Rice,Rabi,253.17,582.39
2016,Kanchipuram,Black Gram,Rabi,216.99,677.53
2016,Kanchipuram,Black Gram,Rabi,339.97,588.84
2017,Kanchipuram,Rice,Rabi,199.25,539.05
2017,Kanchipuram,Rice,Rabi,191,684.45
2017,Kanchipuram,Black Gram,Rabi,215.58,609.41
2017,Kanchipuram,Black Gram,Rabi,294.38,622.08
2018,Kanchipuram,Rice,Rabi,217.04,604.27
2018,Kanchipuram,Rice,Rabi,207.57,644.72
2018,Kanchipuram,Black Gram,Rabi,292,688.85
2018,Kanchipuram,Black Gram,Rabi,208.66,587.55
2019,Kanchipuram,Rice,Rabi,187.64,579.44
2019,Kanchipuram,Rice,Rabi,177.18,673.05
2019,Kanchipuram,Black Gram,Rabi,287.57,545.49
2019,Kanchipuram,Black Gram,Rabi,263.87,680.81
2020,Kanchipuram,Rice,Rabi,171.57,597.96
2020,Kanchipuram,Rice,Rabi,293.99,585.21
2020,Kanchipuram,Black Gram,Rabi,279.42,533.36
2020,Kanchipuram,Black Gram,Rabi,165.31,658.07
2021,Kanchipuram,Rice,Rabi,269.09,674.92
2021,Kanchipuram,Rice,Rabi,294.29,536.93
2021,Kanchipuram,Black Gram,Rabi,182.79,583.33
2021,Kanchipuram,Black Gram,Rabi,320.66,596.44
2009,Kanchipuram,Rice,Kharif,208.62,832.71
2009,Kanchipuram,Rice,Kharif,217.82,929.53
2009,Kanchipuram,Black Gram,Kharif,180.5,843.25
2009,Kanchipuram,Black Gram,Kharif,304.91,674.85
2010,Kanchipuram,Rice,Kharif,187.99,988.98
2010,Kanchipuram,Rice,Kharif,253.61,522.02
2010,Kanchipuram,Black Gram,Kharif,340.65,711.3
2010,Kanchipuram,Black Gram,Kharif,303.02,959.9
2011,Kanchipuram,Rice,Kharif,299.24,513.68
2011,Kanchipuram,Rice,Kharif,254.13,678.89
2011,Kanchipuram,Black Gram,Kharif,332.23,468.48
2011,Kanchipuram,Black Gram,Kharif,164.46,840.53
2012,Kanchipuram,Rice,Kharif,183.24,977.94
2012,Kanchipuram,Rice,Kharif,301.27,435.19
2012,Kanchipuram,Black Gram,Kharif,223.33,435.14
2012,Kanchipuram,Black Gram,Kharif,261.16,715.85
2013,Kanchipuram,Rice,Kharif,343.36,616.51
2013,Kanchipuram,Rice,Kharif,347.78,572.82
2013,Kanchipuram,Black Gram,Kharif,347.75,876.81
2013,Kanchipuram,Black Gram,Kharif,344.53,992.98
2014,Kanchipuram,Rice,Kharif,273.24,676.12
2014,Kanchipuram,Rice,Kharif,209.62,945.04
2014,Kanchipuram,Black Gram,Kharif,365.27,903.49
2014,Kanchipuram,Black Gram,Kharif,189.47,737.82
2015,Kanchipuram,Rice,Kharif,296.44,582.39
2015,Kanchipuram,Rice,Kharif,277.28,616.74
2015,Kanchipuram,Black Gram,Kharif,241.32,981.27
2015,Kanchipuram,Black Gram,Kharif,269.85,949.77
2016,Kanchipuram,Rice,Kharif,186.46,543.39
2016,Kanchipuram,Rice,Kharif,231.94,693.82
2016,Kanchipuram,Black Gram,Kharif,340.01,739.42
2016,Kanchipuram,Black Gram,Kharif,190.73,637.1
2017,Kanchipuram,Rice,Kharif,350.12,819.05
2017,Kanchipuram,Rice,Kharif,166.36,647.35
2017,Kanchipuram,Black Gram,Kharif,300.17,755.26
2017,Kanchipuram,Black Gram,Kharif,167.8,830.5
2018,Kanchipuram,Rice,Kharif,302.07,922.92
2018,Kanchipuram,Rice,Kharif,254.13,457.79
2018,Kanchipuram,Black Gram,Kharif,176.61,476.87
2018,Kanchipuram,Black Gram,Kharif,316.53,852.12
2019,Kanchipuram,Rice,Kharif,288.67,637.41
2019,Kanchipuram,Rice,Kharif,175.91,743.63
2019,Kanchipuram,Black Gram,Kharif,280.01,558.07
2019,Kanchipuram,Black Gram,Kharif,245.85,858.36
2020,Kanchipuram,Rice,Kharif,309.43,744.28
2020,Kanchipuram,Rice,Kharif,233.14,723.32
2020,Kanchipuram,Black Gram,Kharif,346.5,596.29
2020,Kanchipuram,Black Gram,Kharif,290.54,496.37
2021,Kanchipuram,Rice,Kharif,252.63,905.46
2021,Kanchipuram,Rice,Kharif,260.51,984.69
2021,Kanchipuram,Black Gram,Kharif,246.58,916.65
2021,Kanchipuram,Black Gram,Kharif,173.85,549.67
2009,Kanchipuram,Rice,Kharif,290.15,695.97
2009,Kanchipuram,Rice,Kharif,231.52,502.46
2009,Kanchipuram,Black Gram,Kharif,207.16,941.92
2009,Kanchipuram,Black Gram,Kharif,253.45,630.06
2010,Kanchipuram,Rice,Kharif,287.59,567.83
2010,Kanchipuram,Rice,Kharif,301.63,818.05
2010,Kanchipuram,Black Gram,Kharif,354.72,900.54
2010,Kanchipuram,Black Gram,Kharif,342.86,661.1
2011,Kanchipuram,Rice,Kharif,271.14,550.68
2011,Kanchipuram,Rice,Kharif,322.44,904.33
2011,Kanchipuram,Black Gram,Kharif,289.62,793.15
2011,Kanchipuram,Black Gram,Kharif,251.59,857.02
2012,Kanchipuram,Rice,Kharif,275.36,535
2012,Kanchipuram,Rice,Kharif,366.17,903.06
2012,Kanchipuram,Black Gram,Kharif,324.66,441.54
2012,Kanchipuram,Black Gram,Kharif,277.29,720.82
2013,Kanchipuram,Rice,Kharif,182.88,723.07
2013,Kanchipuram,Rice,Kharif,201.69,538.41
2013,Kanchipuram,Black Gram,Kharif,253.52,515.17
2013,Kanchipuram,Black Gram,Kharif,276.73,713.19
2014,Kanchipuram,Rice,Kharif,295.94,631.7
2014,Kanchipuram,Rice,Kharif,342.94,884.22
2014,Kanchipuram,Black Gram,Kharif,265.93,984.13
2014,Kanchipuram,Black Gram,Kharif,349.73,828.89
2015,Kanchipuram,Rice,Kharif,367.32,609.66
2015,Kanchipuram,Rice,Kharif,298.94,958.93
2015,Kanchipuram,Black Gram,Kharif,329.28,828.92
2015,Kanchipuram,Black Gram,Kharif,254.3,769.59
2016,Kanchipuram,Rice,Kharif,314.04,942.26
2016,Kanchipuram,Rice,Kharif,315.23,909.77
2016,Kanchipuram,Black Gram,Kharif,325.08,642.01
2016,Kanchipuram,Black Gram,Kharif,272.68,550.97
2017,Kanchipuram,Rice,Kharif,240.52,563.18
2017,Kanchipuram,Rice,Kharif,360.38,703.25
2017,Kanchipuram,Black Gram,Kharif,186.25,589.37
2017,Kanchipuram,Black Gram,Kharif,253.57,927.31
2018,Kanchipuram,Rice,Kharif,264.66,492.54
2018,Kanchipuram,Rice,Kharif,274.46,942.36
2018,Kanchipuram,Black Gram,Kharif,163.88,908.41
2018,Kanchipuram,Black Gram,Kharif,164.08,806.77
2019,Kanchipuram,Rice,Kharif,350.58,743.09
2019,Kanchipuram,Rice,Kharif,245.1,437.8
2019,Kanchipuram,Black Gram,Kharif,304.48,948.58
2019,Kanchipuram,Black Gram,Kharif,189.27,909.41
2020,Kanchipuram,Rice,Kharif,324.42,518.65
2020,Kanchipuram,Rice,Kharif,230.62,969.82
2020,Kanchipuram,Black Gram,Kharif,271.99,954.79
2020,Kanchipuram,Black Gram,Kharif,174.91,686.06
2021,Kanchipuram,Rice,Kharif,309.33,509.4
2021,Kanchipuram,Rice,Kharif,184.81,835.13
2021,Kanchipuram,Black Gram,Kharif,352.99,732.42
2021,Kanchipuram,Black Gram,Kharif,344.86,654.51
2009,Coimbatore,Rice,Kharif,128.7,298.71
2009,Coimbatore,Rice,Kharif,57.02,272.18
2009,Coimbatore,Black Gram,Kharif,77.64,368.85
2009,Coimbatore,Black Gram,Kharif,111.51,284.84
2010,Coimbatore,Rice,Kharif,90,400.27
2010,Coimbatore,Rice,Kharif,100.88,318.46
2010,Coimbatore,Black Gram,Kharif,100.93,385.54
2010,Coimbatore,Black Gram,Kharif,80.47,292.25
2011,Coimbatore,Rice,Kharif,115.07,223.52
2011,Coimbatore,Rice,Kharif,65.22,390.2
2011,Coimbatore,Black Gram,Kharif,57.67,347.5
2011,Coimbatore,Black Gram,Kharif,92.31,232.94
2012,Coimbatore,Rice,Kharif,73.3,267.83
2012,Coimbatore,Rice,Kharif,120.5,380.41
2012,Coimbatore,Black Gram,Kharif,78.98,386.94
2012,Coimbatore,Black Gram,Kharif,88.34,273.68
2013,Coimbatore,Rice,Kharif,75.36,225.66
2013,Coimbatore,Rice,Kharif,79.84,253.01
2013,Coimbatore,Black Gram,Kharif,56.57,247.27
2013,Coimbatore,Black Gram,Kharif,110.75,414.84
2014,Coimbatore,Rice,Kharif,119.9,229.19
2014,Coimbatore,Rice,Kharif,63.13,331.38
2014,Coimbatore,Black Gram,Kharif,94.53,225.29
2014,Coimbatore,Black Gram,Kharif,63.21,268.39
2015,Coimbatore,Rice,Kharif,132.42,322.31
2015,Coimbatore,Rice,Kharif,99.94,338.01
2015,Coimbatore,Black Gram,Kharif,89.24,386.07
2015,Coimbatore,Black Gram,Kharif,71.26,284.84
2016,Coimbatore,Rice,Kharif,110.51,315.78
2016,Coimbatore,Rice,Kharif,118.82,297.36
2016,Coimbatore,Black Gram,Kharif,68.35,338.83
2016,Coimbatore,Black Gram,Kharif,118.72,290.07
2017,Coimbatore,Rice,Kharif,47.71,326.32
2017,Coimbatore,Rice,Kharif,86.31,365.11
2017,Coimbatore,Black Gram,Kharif,62.97,240.28
2017,Coimbatore,Black Gram,Kharif,65.86,297.37
2018,Coimbatore,Rice,Kharif,123.17,410.6
2018,Coimbatore,Rice,Kharif,78.07,272.75
2018,Coimbatore,Black Gram,Kharif,62.42,246.42
2018,Coimbatore,Black Gram,Kharif,121.81,276.67
2019,Coimbatore,Rice,Kharif,97.61,328.68
2019,Coimbatore,Rice,Kharif,133.48,303.08
2019,Coimbatore,Black Gram,Kharif,123.01,256.42
2019,Coimbatore,Black Gram,Kharif,51.37,246.12
2020,Coimbatore,Rice,Kharif,127.34,302.04
2020,Coimbatore,Rice,Kharif,70.46,312.65
2020,Coimbatore,Black Gram,Kharif,71.23,233.36
2020,Coimbatore,Black Gram,Kharif,95.26,394.99
2021,Coimbatore,Rice,Kharif,75.36,391.17
2021,Coimbatore,Rice,Kharif,97.45,346.89
2021,Coimbatore,Black Gram,Kharif,63.94,244.12
2021,Coimbatore,Black Gram,Kharif,116.62,320.9
2009,Coimbatore,Rice,Kharif,130.5,250.13
2009,Coimbatore,Rice,Kharif,56.56,337.44
2009,Coimbatore,Black Gram,Kharif,120.15,348.87
